Questions,Queries
what is the movie Broken Lullaby about in details?,"db.movies.find({""title"": ""Broken Lullaby""}, {""fullplot"": 1})"
who is listed as director for Metropolis?,"db.movies.find({""title"": ""Metropolis""}, {""directors"": 1})"
what was the genre of the film Applause?,"db.movies.find({""title"": ""Applause""}, {""genres"": 1})"
What is the imdbID and year of release for the movie with a title of 'Disraeli'?,"db.movies.find({""title"": ""Disraeli""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
Could you tell me the total runtime of all Francois Truffaut movies he has directed?,"db.movies.aggregate([{ ""$match"": { ""directors"": ""Francois Truffaut"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
the film The Good Earth starred who?,"db.movies.find({""title"": ""The Good Earth""}, {""cast"": 1})"
Can you provide a longer version of the movie The Strong Man plot?,"db.movies.find({""title"":""The Strong Man""}, {""fullplot"":1})"
How did the audience and critics receive the movie Imitation of Life?,"db.movies.find({""title"":""Imitation of Life""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who was The Public Enemy written by?,"db.movies.find({""title"": ""The Public Enemy""}, {""writers"": 1})"
what kind of movie is Maria Chapdelaine?,"db.movies.find({""title"": ""Maria Chapdelaine""}, {""genres"": 1})"
"What is the IMDb rating for the film Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics?","db.movies.find({""title"": ""Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics""}, {""imdb.rating"": 1})"
How many reviews did the movie Three Little Pigs receive on Rotten Tomatoes?,"db.movies.find({""title"":""Three Little Pigs""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
What is the IMDb rating for the movie Morocco ?,"db.movies.find({""title"":""Morocco""}, {""imdb.rating"":1})"
"the film Cleopatra,  was written by who?","db.movies.find({""title"": ""Cleopatra""}, {""writers"": 1})"
How many wins did the movie Beau Geste receive?,"db.movies.find({""title"":""Beau Geste""}, {""awards.wins"":1})"
What is the IMDb rating for Who Killed Cock Robin??,"db.movies.find({""title"": ""Who Killed Cock Robin?""}, {""imdb.rating"": 1})"
what is the plot for the movie Robin Hood?,"db.movies.find({""title"": ""Robin Hood""}, {""plot"": 1})"
Which movie genre does Martin Scorsese mainly specialize in as a director?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Martin Scorsese"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
Can you provide a longer version of the movie Movie Crazy plot?,"db.movies.find({""title"":""Movie Crazy""}, {""fullplot"":1})"
who was the film From Hand to Mouth written by?,"db.movies.find({""title"": ""From Hand to Mouth""}, {""writers"": 1})"
what is the film The Chechahcos about in details?,"db.movies.find({""title"": ""The Chechahcos""}, {""fullplot"": 1})"
What is the rating of the movie The Power and the Glory according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""The Power and the Glory""}, {""tomatoes.viewer.rating"": 1})"
who acted in the film Anthony Adverse?,"db.movies.find({""title"": ""Anthony Adverse""}, {""cast"": 1})"
who starred in the film Pandora's Box?,"db.movies.find({""title"": ""Pandora's Box""}, {""cast"": 1})"
What is the rating of the movie Tol'able David on IMDb?,"db.movies.find({""title"":""Tol'able David""}, {""imdb.rating"":1})"
The Crowd Roars is a movie written by this person?,"db.movies.find({""title"": ""The Crowd Roars""}, {""writers"": 1})"
Flash Gordon is a film written by this person?,"db.movies.find({""title"": ""Flash Gordon""}, {""writers"": 1})"
"Who are the starring actors/actresses in the movie Laugh, Clown, Laugh?","db.movies.find({""title"":""Laugh, Clown, Laugh""}, {""cast"":1})"
How many audience reviews have been submitted for the movie The Crowd?,"db.movies.find({ ""title"": ""The Crowd"" }, { ""tomatoes.viewer.numReviews"": 1 })"
which company produced Romance?,"db.movies.find({""title"":""Romance""}, {""tomatoes.production"":1})"
Can you provide a longer version of the movie Stage Door plot?,"db.movies.find({""title"":""Stage Door""}, {""fullplot"":1})"
What is the consensus among critics about the movie Marked Woman ?,"db.movies.find({""title"": ""Marked Woman""}, {""tomatoes.consensus"": 1})"
what was the release date of Zero for Conduct?,"db.movies.find({""title"": ""Zero for Conduct""}, {""released"": 1})"
who starred in the movie Lonesome?,"db.movies.find({""title"": ""Lonesome""}, {""cast"": 1})"
who wrote the film Lonesome?,"db.movies.find({""title"": ""Lonesome""}, {""writers"": 1})"
How many reviews have been submitted by critics for the movie Eskimo ?,"db.movies.find({""title"": ""Eskimo""}, {""tomatoes.critic.numReviews"": 1})"
who was the film Pandora's Box written by?,"db.movies.find({""title"": ""Pandora's Box""}, {""writers"": 1})"
which person wrote the movie Rembrandt?,"db.movies.find({""title"": ""Rembrandt""}, {""writers"": 1})"
What is the imdbID and genre of the movie 'Eskimo'?,"db.movies.find({""title"": ""Eskimo""}, {""imdb.id"": 1, ""genres"": 1, ""_id"": 0})"
who was the writer of the film Forbidden?,"db.movies.find({""title"": ""Forbidden""}, {""writers"": 1})"
How many reviews have been submitted for the movie Broken Lullaby on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Broken Lullaby"" },{ ""tomatoes.viewer.numReviews"": 1 })"
How many votes did the movie Secret Agent receive on IMDB?,"db.movies.find({""title"": ""Secret Agent""}, { ""imdb.votes"": 1})"
Could you tell me which movie that Orson Welles directed has the longest runtime?,"db.movies.find({""directors"":""Orson Welles""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
how many awards did the movie Intolerance: Love's Struggle Throughout the Ages win?,"db.movies.find({""title"":""Intolerance: Love's Struggle Throughout the Ages""}, {""awards.wins"":1})"
who is the writer of the film King Kong?,"db.movies.find({""title"": ""King Kong""}, {""writers"": 1})"
How did the audience and critics receive the movie The Gold Rush?,"db.movies.find({""title"":""The Gold Rush""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
what was the release date of the movie King of Jazz?,"db.movies.find({""title"": ""King of Jazz""}, {""released"": 1})"
how many awards did the movie Scarface win?,"db.movies.find({""title"":""Scarface""}, {""awards.wins"":1})"
What is the box office revenue of the movie Three Smart Girls ?,"db.movies.find({""title"": ""Three Smart Girls""}, { ""tomatoes.boxOffice"": 1})"
"In James Cameron's directed movies, which actor has made the most appearances?","db.movies.aggregate([ { ""$match"": { ""directors"": ""James Cameron"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
which person wrote the movie Pandora's Box?,"db.movies.find({""title"": ""Pandora's Box""}, {""writers"": 1})"
How many award nominations did the movie receive Dante's Inferno ?,"db.movies.find({ ""title"": ""Dante's Inferno"" },{ ""awards.nominations"": 1 })"
What is the Tomatometer score of the movie College ?,"db.movies.find({ ""title"": ""College"" },{ ""tomatoes.critic.meter"": 1 })"
How many award nominations did the movie receive Queen Kelly ?,"db.movies.find({ ""title"": ""Queen Kelly"" },{ ""awards.nominations"": 1 })"
What is the Rotten Tomatoes rating for Jean Renoir's highest-rated movie?,"db.movies.find({""directors"": ""Jean Renoir"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
what was the release date of the movie My Man Godfrey?,"db.movies.find({""title"": ""My Man Godfrey""}, {""released"": 1})"
How many reviews have been submitted by critics for the movie The Lower Depths?,"db.movies.find({ ""title"": ""The Lower Depths"" }, { ""tomatoes.critic.numReviews"": 1 })"
who is the writer of the movie Flying Down to Rio?,"db.movies.find({""title"": ""Flying Down to Rio""}, {""writers"": 1})"
"the film Foolish Wives,  was written by who?","db.movies.find({""title"": ""Foolish Wives""}, {""writers"": 1})"
How many reviews have been submitted by critics for the movie The Barretts of Wimpole Street ?,"db.movies.find({""title"": ""The Barretts of Wimpole Street""}, {""tomatoes.critic.numReviews"": 1})"
who wrote the movie Tabu: A Story of the South Seas?,"db.movies.find({""title"": ""Tabu: A Story of the South Seas""}, {""writers"": 1})"
What are the genres associated with the movie Comradeship ?,"db.movies.find({ ""title"": ""Comradeship"" }, { ""genres"": 1})"
Who is the lead actor of the movie Les Misèrables ?,"db.movies.find({""title"": ""Les Misèrables""}, {""cast"":{""$slice"": 1},""title"":1})"
who directed A Night at the Opera?,"db.movies.find({""title"": ""A Night at the Opera""}, {""directors"": 1})"
What is the movie Four Sons rating?,"db.movies.find({""title"":""Four Sons""}, {""rated"":1})"
In what language was the movie It Happened One Night released?,"db.movies.find({ ""title"": ""It Happened One Night"" }, { ""languages"": 1})"
What is the full plot summary of the movie Chapayev ?,"db.movies.find({""title"": ""Chapayev""}, {""plot"": 1})"
What are the names of the films that were directed by Orson Welles and released in the 1990s?,"db.movies.find({""directors"": 'Orson Welles', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
What is the production company of the film Night Must Fall?,"db.movies.find({""title"":""Night Must Fall""}, {""tomatoes.production"":1})"
What is the IMDb rating for the movie The Hurricane?,"db.movies.find({""title"": ""The Hurricane""}, {""imdb.rating"": 1})"
What type of movie is Dishonored ?,"db.movies.find({""title"":""Dishonored""}, {""genres"":1})"
How many reviews did the movie A Farewell to Arms receive on Rotten Tomatoes?,"db.movies.find({""title"":""A Farewell to Arms""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
what was the release date of Man of Aran?,"db.movies.find({""title"": ""Man of Aran""}, {""released"": 1})"
what type of film is The Gay Divorcee?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""genres"": 1})"
who is the writer of the movie è Nous la Libertè?,"db.movies.find({""title"": ""è Nous la Libertè""}, {""writers"": 1})"
What is the audience rating of the movie Men Without Women ?,"db.movies.find({ ""title"": ""Men Without Women"" },{ ""tomatoes.viewer.rating"": 1 })"
Can you give me a brief summary of the movie Disraeli plot?,"db.movies.find({""title"":""Disraeli""}, {""plot"":1})"
"Lost Horizon, is written by who?","db.movies.find({""title"": ""Lost Horizon""}, {""writers"": 1})"
what is the genre for the movie Imitation of Life?,"db.movies.find({""title"": ""Imitation of Life""}, {""genres"": 1})"
Can you provide more information about the languages spoken in the movie College ?,"db.movies.find({""title"":""College""}, {""languages"":1})"
How many films did Jean-Pierre Melville direct in each year they were released?,"db.movies.aggregate([{ $match: { ""directors"": ""Jean-Pierre Melville"" }},{""$group"": { ""_id"": ""$year"", ""count"": {""$sum"": 1}}}])"
what was the release year of the film A Farewell to Arms?,"db.movies.find({""title"": ""A Farewell to Arms""}, {""year"": 1})"
"the film One Hundred Men and a Girl,  was written by who?","db.movies.find({""title"": ""One Hundred Men and a Girl""}, {""writers"": 1})"
What is the imdbID and year of release for the movie with a title of 'Sons of the Desert'?,"db.movies.find({""title"": ""Sons of the Desert""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
who acted in the movie The Sin of Madelon Claudet?,"db.movies.find({""title"": ""The Sin of Madelon Claudet""}, {""cast"": 1})"
What are the names of all the actors who starred in the movie 'Come and Get It'?,"db.movies.find({""title"": ""Come and Get It""}, {""cast"": 1})"
"the movie Mary of Scotland, was written by who?","db.movies.find({""title"": ""Mary of Scotland""}, {""writers"": 1})"
"In the 1990s, which movies were directed by Abbas Kiarostami and released?","db.movies.find({""directors"": 'Abbas Kiarostami', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
who starred in the movie The Unknown?,"db.movies.find({""title"": ""The Unknown""}, {""cast"": 1})"
What are the names of all the actors who starred in the movie 'City Streets'?,"db.movies.find({""title"": ""City Streets""}, {""cast"": 1})"
Could you tell me the exact number of films that have been directed by Orson Welles?,"db.movies.countDocuments({""directors"":""Orson Welles""})"
Who is the lead actress of the movie Daughter of Shanghai ?,"db.movies.find({""title"": ""Daughter of Shanghai""}, {""cast"":{""$slice"": 1},""title"":1})"
how many awards did The Prisoner of Shark Island win?,"db.movies.find({""title"":""The Prisoner of Shark Island""}, {""awards.wins"":1})"
What was the release date for the movie Broken Blossoms or The Yellow Man and the Girl?,"db.movies.find({""title"":""Broken Blossoms or The Yellow Man and the Girl""}, {""released"":1})"
How many reviews have been submitted for the movie From Hand to Mouth on Rotten Tomatoes?,"db.movies.find({ ""title"": ""From Hand to Mouth"" },{ ""tomatoes.viewer.numReviews"": 1 })"
who stars in the film Viva Villa!?,"db.movies.find({""title"": ""Viva Villa!""}, {""cast"": 1})"
What type of movie is Naughty Marietta ?,"db.movies.find({""title"":""Naughty Marietta""}, {""genres"":1})"
Which cinematic genres were directed by Jacques Rivette?,"db.movies.distinct(""genres"", { ""directors"": ""Jacques Rivette"" })"
When was the movie The Blood of a Poet released?,"db.movies.find({""title"":""The Blood of a Poet""}, {""released"":1})"
Can you tell me how many movies Martin Scorsese directed for each year they were released?,"db.movies.aggregate([{ $match: { ""directors"": ""Martin Scorsese"" }},{""$group"": { ""_id"": ""$year"", ""count"": {""$sum"": 1}}}])"
What is the running time of Chapayev?,"db.movies.find({""title"":""Chapayev""}, {""runtime"":1})"
what is the genre for the film A Story of Floating Weeds?,"db.movies.find({""title"": ""A Story of Floating Weeds""}, {""genres"": 1})"
the film Upstream starred which actors?,"db.movies.find({""title"": ""Upstream""}, {""cast"": 1})"
who produced the movie Forbidden?,"db.movies.find({""title"":""Forbidden""}, {""tomatoes.production"":1})"
who starred in The Edge of the World?,"db.movies.find({""title"": ""The Edge of the World""}, {""cast"": 1})"
How many nominations did the movie The Kid Brother receive?,"db.movies.find({""title"":""The Kid Brother""}, {""awards.nominations"":1})"
what type of film is The Thin Man?,"db.movies.find({""title"": ""The Thin Man""}, {""genres"": 1})"
the director of Final Accord was?,"db.movies.find({""title"": ""Final Accord""}, {""directors"": 1})"
How many wins did the movie The Son of Kong receive?,"db.movies.find({""title"":""The Son of Kong""}, {""awards.wins"":1})"
what is the plot for the movie Harvest?,"db.movies.find({""title"": ""Harvest""}, {""plot"": 1})"
What is the language of the film Scrooge?,"db.movies.find({""title"":""Scrooge""}, {""languages"":1})"
what genre is the movie The Barretts of Wimpole Street?,"db.movies.find({""title"": ""The Barretts of Wimpole Street""}, {""genres"": 1})"
who starred in Queen Kelly?,"db.movies.find({""title"": ""Queen Kelly""}, {""cast"": 1})"
who stars in the movie Mayerling?,"db.movies.find({""title"": ""Mayerling""}, {""cast"": 1})"
Can you provide a longer version of the movie David Golder plot?,"db.movies.find({""title"":""David Golder""}, {""fullplot"":1})"
Who are the main actors in Show People ?,"db.movies.find({ ""title"": ""Show People"" }, { ""cast"": 1})"
What is the MPAA rating of the movie Dames?,"db.movies.find({""title"":""Dames""}, {""rated"":1})"
the director of Triumph of the Will was?,"db.movies.find({""title"": ""Triumph of the Will""}, {""directors"": 1})"
who was the film The Blue Light written by?,"db.movies.find({""title"": ""The Blue Light""}, {""writers"": 1})"
how many awards did Black Legion win?,"db.movies.find({""title"":""Black Legion""}, {""awards.wins"":1})"
How many awards did the movie win Topaze ?,"db.movies.find({ ""title"": ""Topaze"" },{ ""awards.wins"": 1 })"
What is the runtime and rating for the movie 'The Dark Angel'?,"db.movies.find({""title"": ""The Dark Angel""}, {""runtime"": 1, ""rated"": 1})"
which person wrote A Night at the Opera?,"db.movies.find({""title"": ""A Night at the Opera""}, {""writers"": 1})"
what is the film The Circus about?,"db.movies.find({""title"": ""The Circus""}, {""plot"": 1})"
what genre is the film A Story of Floating Weeds?,"db.movies.find({""title"": ""A Story of Floating Weeds""}, {""genres"": 1})"
who produced the film Mèdchen in Uniform?,"db.movies.find({""title"":""Mèdchen in Uniform""}, {""tomatoes.production"":1})"
What is the production company of the film The Freshman?,"db.movies.find({""title"":""The Freshman""}, {""tomatoes.production"":1})"
What is the plot summary of the movie The Edge of the World ?,"db.movies.find({ ""title"": ""The Edge of the World"" }, { ""plot"": 1})"
what is the genre of The Wind?,"db.movies.find({""title"": ""The Wind""}, {""genres"": 1})"
What is the MPAA rating of Les Misèrables?,"db.movies.find({""title"":""Les Misèrables""}, {""rated"":1})"
What languages are spoken in the movie Intolerance: Love's Struggle Throughout the Ages ?,"db.movies.find({""title"": ""Intolerance: Love's Struggle Throughout the Ages""}, { ""languages"": 1})"
How did the audience and critics receive Blacksmith Scene?,"db.movies.find({""title"":""Blacksmith Scene""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
"In Francis Ford Coppola's directed movies, which actor has made the most appearances?","db.movies.aggregate([ { ""$match"": { ""directors"": ""Francis Ford Coppola"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
Which types of movies has Eric Rohmer directed?,"db.movies.distinct(""genres"", { ""directors"": ""Eric Rohmer"" })"
what genre is the film Clash of the Wolves?,"db.movies.find({""title"": ""Clash of the Wolves""}, {""genres"": 1})"
What is the Tomatometer score of the movie Nosferatu ?,"db.movies.find({ ""title"": ""Nosferatu"" },{ ""tomatoes.critic.meter"": 1 })"
What is the freshness score of the movie One Week on Rotten Tomatoes?,"db.movies.find({""title"": ""One Week""}, {""tomatoes.fresh"": 1})"
what was the genre of Black Legion?,"db.movies.find({""title"": ""Black Legion""}, {""genres"": 1})"
"the film Rembrandt,  was written by who?","db.movies.find({""title"": ""Rembrandt""}, {""writers"": 1})"
the director of Zoo in Budapest was?,"db.movies.find({""title"": ""Zoo in Budapest""}, {""directors"": 1})"
What is the percentage of positive reviews among critics for the movie Death Takes a Holiday ?,"db.movies.find({ ""title"": ""Death Takes a Holiday"" },{ ""tomatoes.critic.meter"": 1 })"
who was the writer of The Big House?,"db.movies.find({""title"": ""The Big House""}, {""writers"": 1})"
who was the movie Tsirk written by?,"db.movies.find({""title"": ""Tsirk""}, {""writers"": 1})"
What is the production company of the movie The Hurricane?,"db.movies.find({""title"":""The Hurricane""}, {""tomatoes.production"":1})"
What is the IMDB rating of the movie Sisters of the Gion ?,"db.movies.find({""title"": ""Sisters of the Gion""}, { ""imdb.rating"": 1})"
who are the actors in The Great Train Robbery?,"db.movies.find({""title"": ""The Great Train Robbery""}, {""cast"": 1})"
What is the critical reception of the movie The 3 Penny Opera?,"db.movies.find({""title"":""The 3 Penny Opera""}, {""tomatoes.critic"":1})"
Who are the main actors/actresses in the movie Regeneration?,"db.movies.find({""title"":""Regeneration""}, {""cast"":1})"
what was the genre of The Public Enemy?,"db.movies.find({""title"": ""The Public Enemy""}, {""genres"": 1})"
What is the name of the director and cast for the movie 'The Saphead'?,"db.movies.find({""title"": ""The Saphead""}, {""directors"": 1, ""cast"": 1, ""_id"": 0})"
What is the consensus among critics about the movie The 3 Penny Opera ?,"db.movies.find({""title"": ""The 3 Penny Opera""}, {""tomatoes.consensus"": 1})"
the film Curly Top starred which actors?,"db.movies.find({""title"": ""Curly Top""}, {""cast"": 1})"
"Battleship Potemkin, is written by who?","db.movies.find({""title"": ""Battleship Potemkin""}, {""writers"": 1})"
What is the rating of the movie It Happened One Night on IMDb?,"db.movies.find({""title"":""It Happened One Night""}, {""imdb.rating"":1})"
What is the IMDb rating for the movie Freaks ?,"db.movies.find({""title"":""Freaks""}, {""imdb.rating"":1})"
what was the genre of Harvest?,"db.movies.find({""title"": ""Harvest""}, {""genres"": 1})"
How many award nominations did the movie receive Wife! Be Like a Rose! ?,"db.movies.find({ ""title"": ""Wife! Be Like a Rose!"" },{ ""awards.nominations"": 1 })"
When was the Tomatometer score and other Tomato-related information last updated for the movie Baby Face?,"db.movies.find({""title"": ""Baby Face""}, { ""tomatoes.lastUpdated"": 1})"
How long is the runtime of the movie Trouble in Paradise ?,"db.movies.find({""title"":""Trouble in Paradise""}, {""runtime"":1})"
What is the rating of the movie Les Misèrables according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""Les Misèrables""}, {""tomatoes.viewer.rating"": 1})"
"the movie The Invisible Man, was written by who?","db.movies.find({""title"": ""The Invisible Man""}, {""writers"": 1})"
What is the movie Clash of the Wolves about? Can you provide a brief summary?,"db.movies.find({""title"":""Clash of the Wolves""}, {""plot"":1})"
who was the writer of Bride of Frankenstein?,"db.movies.find({""title"": ""Bride of Frankenstein""}, {""writers"": 1})"
what was the release date of the movie Final Accord?,"db.movies.find({""title"": ""Final Accord""}, {""released"": 1})"
what kind of film is Safety Last!?,"db.movies.find({""title"": ""Safety Last!""}, {""genres"": 1})"
What is the IMDb ID for the movie The Lost World?,"db.movies.find({""title"":""The Lost World""}, {""imdb.id"":1})"
who stars in The Gay Divorcee?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""cast"": 1})"
who wrote the film Love Me Tonight?,"db.movies.find({""title"": ""Love Me Tonight""}, {""writers"": 1})"
How did the audience and critics receive the movie Triumph of the Will?,"db.movies.find({""title"":""Triumph of the Will""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
what is the film Red Dust about in details?,"db.movies.find({""title"": ""Red Dust""}, {""fullplot"": 1})"
Can you name the movie genres that Christopher Nolan has directed?,"db.movies.distinct(""genres"", { ""directors"": ""Christopher Nolan"" })"
what genre is the movie Lady Windermere's Fan?,"db.movies.find({""title"": ""Lady Windermere's Fan""}, {""genres"": 1})"
What is the website associated with the movie Red Dust on Rotten Tomatoes?,"db.movies.find({""title"": ""Red Dust""}, {""tomatoes.website"": 1})"
What is the typical rating for all Michelangelo Antonioni movies in the database?,"db.movies.aggregate([{""$match"": {""directors"":""Michelangelo Antonioni""}}, {""$group"": { ""_id"":""null"", ""avgRating"": {""$avg"": ""$imdb.rating""}}}])"
What is the running time of the movie The Garden of Allah?,"db.movies.find({""title"":""The Garden of Allah""}, {""runtime"":1})"
What is the production company of the film Battleship Potemkin?,"db.movies.find({""title"":""Battleship Potemkin""}, {""tomatoes.production"":1})"
What are the highest-rated Sci-Fi in the database?,"db.movies.find({""genres"": ""Sci-Fi""}).sort({""imdb.rating"": -1}).limit(10)"
How many reviews have been submitted by critics for the movie Street Angel ?,"db.movies.find({""title"": ""Street Angel""}, {""tomatoes.critic.numReviews"": 1})"
Who are the actors that appear in the movie My Man Godfrey ?,"db.movies.find({ ""title"": ""My Man Godfrey"" },{ ""cast"": 1 })"
Zoo in Budapest is a movie written by this person?,"db.movies.find({""title"": ""Zoo in Budapest""}, {""writers"": 1})"
what is the film The Spanish Earth about in details?,"db.movies.find({""title"": ""The Spanish Earth""}, {""fullplot"": 1})"
Who is the lead actress of the movie Earth ?,"db.movies.find({""title"": ""Earth""}, {""cast"":{""$slice"": 1},""title"":1})"
who was the movie The World Moves On written by?,"db.movies.find({""title"": ""The World Moves On""}, {""writers"": 1})"
How many audience reviews have been submitted for the movie Queen Christina ?,"db.movies.find({ ""title"": ""Queen Christina"" },{ ""tomatoes.viewer.numReviews"": 1 })"
"Kid Galahad, was written by who?","db.movies.find({""title"": ""Kid Galahad""}, {""writers"": 1})"
who wrote the movie Becky Sharp?,"db.movies.find({""title"": ""Becky Sharp""}, {""writers"": 1})"
what was the genre of the movie Little Women?,"db.movies.find({""title"": ""Little Women""}, {""genres"": 1})"
what type of movie is Robin Hood?,"db.movies.find({""title"": ""Robin Hood""}, {""genres"": 1})"
What is the imdbID and year of release for the movie with a title of 'The Iron Horse'?,"db.movies.find({""title"": ""The Iron Horse""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
How long is the movie The Kid in minutes?,"db.movies.find({""title"":""The Kid""}, {""runtime"":1})"
What is the Rotten Tomatoes meter rating for the movie The Unknown ?,"db.movies.find({""title"":""The Unknown""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
What languages are spoken in the movie Tsirk?,"db.movies.find({""title"":""Tsirk""}, {""languages"":1})"
how has Footlight Parade been recieved by critics and audience?,"db.movies.find({""title"":""Footlight Parade""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who wrote the screenplay for the movie Lady Windermere's Fan?,"db.movies.aggregate([ { ""$match"": { ""title"":""Lady Windermere's Fan""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
How many comments have been posted by users on the movie Within Our Gates's page on the Mflix platform?,"db.movies.find({ ""title"": ""Within Our Gates"" }, { ""num_mflix_comments"": 1 })"
What is the full plot summary of the movie The Red Head ?,"db.movies.find({""title"": ""The Red Head""}, {""plot"": 1})"
What is the website associated with the movie Les Misèrables on Rotten Tomatoes?,"db.movies.find({""title"": ""Les Misèrables""}, {""tomatoes.website"": 1})"
what was the genre of Dishonored?,"db.movies.find({""title"": ""Dishonored""}, {""genres"": 1})"
who is the writer of From Hand to Mouth?,"db.movies.find({""title"": ""From Hand to Mouth""}, {""writers"": 1})"
What is the IMDb rating for the film The Emperor Jones?,"db.movies.find({""title"": ""The Emperor Jones""}, {""imdb.rating"": 1})"
who was the writer of the film Curly Top?,"db.movies.find({""title"": ""Curly Top""}, {""writers"": 1})"
Which cinematic genres were directed by Francis Ford Coppola?,"db.movies.distinct(""genres"", { ""directors"": ""Francis Ford Coppola"" })"
How many audience reviews have been submitted for the movie The Count of Monte Cristo ?,"db.movies.find({ ""title"": ""The Count of Monte Cristo"" },{ ""tomatoes.viewer.numReviews"": 1 })"
which person directed Nosferatu?,"db.movies.find({""title"": ""Nosferatu""}, {""directors"": 1})"
What is the IMDb rating for The Private Life of Don Juan?,"db.movies.find({""title"": ""The Private Life of Don Juan""}, {""imdb.rating"": 1})"
what was the genre of the movie Lenin in October?,"db.movies.find({""title"": ""Lenin in October""}, {""genres"": 1})"
what is the film The 3 Penny Opera imdb rating?,"db.movies.find({""title"": ""The 3 Penny Opera""}, {""imdb.rating"": 1})"
What is the running time of the film College?,"db.movies.find({""title"":""College""}, {""runtime"":1})"
What is the language of the film Camille?,"db.movies.find({""title"":""Camille""}, {""languages"":1})"
"the movie The Devil Is a Woman, was written by who?","db.movies.find({""title"": ""The Devil Is a Woman""}, {""writers"": 1})"
who wrote the screenplay for The Blood of a Poet?,"db.movies.aggregate([ { ""$match"": { ""title"":""The Blood of a Poet""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
what kind of film is Dr. Jekyll and Mr. Hyde?,"db.movies.find({""title"": ""Dr. Jekyll and Mr. Hyde""}, {""genres"": 1})"
what was the release year of the movie From Hand to Mouth?,"db.movies.find({""title"": ""From Hand to Mouth""}, {""year"": 1})"
what's the main genre of the movies directed by Stanley Kubrick ?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Stanley Kubrick"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
What is the MPAA rating of the movie The Great Ziegfeld?,"db.movies.find({""title"":""The Great Ziegfeld""}, {""rated"":1})"
What is the Rotten Tomatoes meter rating for the movie Nosferatu ?,"db.movies.find({""title"":""Nosferatu""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
Who is the lead actor of the movie King Kong ?,"db.movies.find({""title"": ""King Kong""}, {""cast"":{""$slice"": 1},""title"":1})"
What is the mean rating of all the Jacques Rivette films in the database?,"db.movies.aggregate([{""$match"": {""directors"":""Jacques Rivette""}}, {""$group"": { ""_id"":""null"", ""avgRating"": {""$avg"": ""$imdb.rating""}}}])"
In what year was the movie Black Legion released?,"db.movies.find({""title"":""Black Legion""}, {""year"":1})"
