Questions,Queries
How many movies have the genre 'Musical'?,"db.movies.countDocuments({""genres"": ""Musical""})"
What is the Metacritic score of the movie Daughter of Shanghai ?,"db.movies.find({ ""title"": ""Daughter of Shanghai"" }, { ""metacritic"": 1})"
What are the genres this movie The Black Cat belongs to?,"db.movies.find({""title"":""The Black Cat""}, {""genres"":1})"
what genre of film is The Music Box?,"db.movies.find({""title"": ""The Music Box""}, {""genres"": 1})"
the movie The Divine Lady starred which actors?,"db.movies.find({""title"": ""The Divine Lady""}, {""cast"": 1})"
"The Chechahcos, was written by who?","db.movies.find({""title"": ""The Chechahcos""}, {""writers"": 1})"
How many reviews have been submitted by critics for the movie Foolish Wives?,"db.movies.find({ ""title"": ""Foolish Wives"" }, { ""tomatoes.critic.numReviews"": 1 })"
what was the genre of The Robber Symphony?,"db.movies.find({""title"": ""The Robber Symphony""}, {""genres"": 1})"
What is the MongoDB document ID of the movie Tol'able David?,"db.movies.find({""title"": ""Tol'able David""}, {""_id"": 1})"
Can you tell me which film genres Stanley Kubrick has directed?,"db.movies.distinct(""genres"", { ""directors"": ""Stanley Kubrick"" })"
who was the writer of Duck Soup?,"db.movies.find({""title"": ""Duck Soup""}, {""writers"": 1})"
"the movie The Red Head, was written by who?","db.movies.find({""title"": ""The Red Head""}, {""writers"": 1})"
What was the release date for the movie The Band Concert?,"db.movies.find({""title"":""The Band Concert""}, {""released"":1})"
"The Unknown, is written by who?","db.movies.find({""title"": ""The Unknown""}, {""writers"": 1})"
whats the total runtime of all the movies directed by Terrence Malick ?,"db.movies.aggregate([{ ""$match"": { ""directors"": ""Terrence Malick"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
"In Quentin Tarantino's directed movies, which actor has made the most appearances?","db.movies.aggregate([ { ""$match"": { ""directors"": ""Quentin Tarantino"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
Which types of movies has Woody Allen directed?,"db.movies.distinct(""genres"", { ""directors"": ""Woody Allen"" })"
the film Mèdchen in Uniform starred which actors?,"db.movies.find({""title"": ""Mèdchen in Uniform""}, {""cast"": 1})"
David Copperfield is a film written by this person?,"db.movies.find({""title"": ""David Copperfield""}, {""writers"": 1})"
What is the IMDB rating of the movie Sherlock Jr. ?,"db.movies.find({""title"": ""Sherlock Jr.""}, { ""imdb.rating"": 1})"
Can you provide more information about the Rotten Tomatoes rating for the movie A Woman of Paris: A Drama of Fate?,"db.movies.find({""title"": ""A Woman of Paris: A Drama of Fate""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
what year was the movie Street Angel released?,"db.movies.find({""title"": ""Street Angel""}, {""year"": 1})"
What is the running time of the film The 39 Steps?,"db.movies.find({""title"":""The 39 Steps""}, {""runtime"":1})"
What is the audience rating of the movie The Lower Depths ?,"db.movies.find({ ""title"": ""The Lower Depths"" },{ ""tomatoes.viewer.rating"": 1 })"
What is the runtime and rating for the movie 'The Four Horsemen of the Apocalypse'?,"db.movies.find({""title"": ""The Four Horsemen of the Apocalypse""}, {""runtime"": 1, ""rated"": 1})"
how many awards did the movie Beau Geste win?,"db.movies.find({""title"":""Beau Geste""}, {""awards.wins"":1})"
what year was The Cameraman released?,"db.movies.find({""title"": ""The Cameraman""}, {""year"": 1})"
When was the movie White Shadows released in theaters?,"db.movies.find({""title"": ""White Shadows""}, {""released"": 1})"
How many audience reviews have been submitted for the movie The Black Cat?,"db.movies.find({ ""title"": ""The Black Cat"" }, { ""tomatoes.viewer.numReviews"": 1 })"
what is the film She description ?,"db.movies.find({""title"": ""She""}, {""plot"": 1})"
How did the audience and critics receive the film Show Boat?,"db.movies.find({""title"":""Show Boat""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
Who holds the record for the most appearances in movies directed by Francis Ford Coppola?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Francis Ford Coppola"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
what sort of movie is Death Takes a Holiday?,"db.movies.find({""title"": ""Death Takes a Holiday""}, {""genres"": 1})"
What is the plot summary of the movie Roberta ?,"db.movies.find({ ""title"": ""Roberta"" }, { ""plot"": 1})"
what is the plot for the film Movie Crazy?,"db.movies.find({""title"": ""Movie Crazy""}, {""plot"": 1})"
How many audience reviews have been submitted for the movie The General ?,"db.movies.find({ ""title"": ""The General"" },{ ""tomatoes.viewer.numReviews"": 1 })"
what was the genre of the movie Forbidden?,"db.movies.find({""title"": ""Forbidden""}, {""genres"": 1})"
what was the release year of the film The Song of Night?,"db.movies.find({""title"": ""The Song of Night""}, {""year"": 1})"
What is the full plot summary of the movie The Hunchback of Notre Dame ?,"db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""plot"": 1})"
who was the film Broadway Melody of 1936 written by?,"db.movies.find({""title"": ""Broadway Melody of 1936""}, {""writers"": 1})"
What is the runtime of the movie Night Must Fall ?,"db.movies.find({""title"": ""Night Must Fall""}, { ""runtime"": 1})"
What is the runtime and rating for the movie 'Cimarron'?,"db.movies.find({""title"": ""Cimarron""}, {""runtime"": 1, ""rated"": 1})"
what year was the movie The Gold Rush released?,"db.movies.find({""title"": ""The Gold Rush""}, {""year"": 1})"
Who are the main actors/actresses in the movie It Happened One Night?,"db.movies.find({""title"":""It Happened One Night""}, {""cast"":1})"
what type of film is The Prisoner of Shark Island?,"db.movies.find({""title"": ""The Prisoner of Shark Island""}, {""genres"": 1})"
who was the writer of the movie Der Kaiser von Kalifornien?,"db.movies.find({""title"": ""Der Kaiser von Kalifornien""}, {""writers"": 1})"
What is the dominant genre of Alain Resnais's directed movies?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Alain Resnais"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
who directed The Good Earth?,"db.movies.find({""title"": ""The Good Earth""}, {""directors"": 1})"
What is the language of Steamboat Willie?,"db.movies.find({""title"":""Steamboat Willie""}, {""languages"":1})"
What's the title of the Joel Coen movie with the longest runtime?,"db.movies.find({""directors"":""Joel Coen""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
Which actor has the most frequent appearances in Federico Fellini's directed movies?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Federico Fellini"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
What is the ID of the movie The Navigator on IMDB?,"db.movies.find({""title"": ""The Navigator""}, {""imdb.id"": 1})"
What is the running time of the film Tsirk?,"db.movies.find({""title"":""Tsirk""}, {""runtime"":1})"
What is the IMDb rating for the movie The Gold Rush?,"db.movies.find({""title"": ""The Gold Rush""}, {""imdb.rating"": 1})"
"The Hunchback of Notre Dame, is written by who?","db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""writers"": 1})"
What is the production company of The Crowd?,"db.movies.find({""title"":""The Crowd""}, {""tomatoes.production"":1})"
What is the Rotten Tomatoes meter rating for the movie Wings ?,"db.movies.find({""title"":""Wings""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
Who are the actors that appear in the movie Wonder Bar ?,"db.movies.find({ ""title"": ""Wonder Bar"" },{ ""cast"": 1 })"
What is the production company behind the movie Three Little Pigs ?,"db.movies.find({""title"": ""Three Little Pigs""}, {""tomatoes.production"": 1})"
What is the MPAA rating of the film The Broadway Melody?,"db.movies.find({""title"":""The Broadway Melody""}, {""rated"":1})"
In what language was the movie Three Little Pigs released?,"db.movies.find({ ""title"": ""Three Little Pigs"" }, { ""languages"": 1})"
"the movie Four Sons, was written by who?","db.movies.find({""title"": ""Four Sons""}, {""writers"": 1})"
What is the running time of Clash of the Wolves?,"db.movies.find({""title"":""Clash of the Wolves""}, {""runtime"":1})"
the movie Gold Diggers of 1933 starred who?,"db.movies.find({""title"": ""Gold Diggers of 1933""}, {""cast"": 1})"
can you describe the plot of Seven Chances?,"db.movies.find({""title"": ""Seven Chances""}, {""plot"": 1})"
What is the critical reception of the movie Mayerling?,"db.movies.find({""title"":""Mayerling""}, {""tomatoes.critic"":1})"
What is the rating of the movie Cops according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""Cops""}, {""tomatoes.viewer.rating"": 1})"
How many reviews did the movie Cleopatra receive on Rotten Tomatoes?,"db.movies.find({""title"":""Cleopatra""}, {""tomatoes.viewer.numReviews"": 1,""tomatoes.critic.numReviews"":1})"
What are the genres this movie Eskimo belongs to?,"db.movies.find({""title"":""Eskimo""}, {""genres"":1})"
What languages are spoken in the movie Daughter of Shanghai?,"db.movies.find({""title"":""Daughter of Shanghai""}, {""languages"":1})"
who is the director for The Kid Brother?,"db.movies.find({""title"": ""The Kid Brother""}, {""directors"": 1})"
who are the actors in Romance?,"db.movies.find({""title"": ""Romance""}, {""cast"": 1})"
How did the audience and critics receive the movie Broken Blossoms or The Yellow Man and the Girl?,"db.movies.find({""title"":""Broken Blossoms or The Yellow Man and the Girl""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""The Lost World""}, { ""tomatoes.production"": 1})"
what is the film The Gilded Lily description ?,"db.movies.find({""title"": ""The Gilded Lily""}, {""plot"": 1})"
Has the movie Les vampires won any awards?,"db.movies.find({""title"":""Les vampires""}, {""awards.wins"":1})"
How did the audience and critics receive the movie The Champ?,"db.movies.find({""title"":""The Champ""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What is the runtime and rating for the movie 'Lost Horizon'?,"db.movies.find({""title"": ""Lost Horizon""}, {""runtime"": 1, ""rated"": 1})"
what type of film is The Prince and the Pauper?,"db.movies.find({""title"": ""The Prince and the Pauper""}, {""genres"": 1})"
The Cheat is a film written by this person?,"db.movies.find({""title"": ""The Cheat""}, {""writers"": 1})"
What is the box office revenue of the movie Traffic in Souls ?,"db.movies.find({""title"": ""Traffic in Souls""}, { ""tomatoes.boxOffice"": 1})"
How did the audience and critics receive the movie All Quiet on the Western Front?,"db.movies.find({""title"":""All Quiet on the Western Front""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What is the overall length of all movies that Orson Welles has directed?,"db.movies.aggregate([{ ""$match"": { ""directors"": ""Orson Welles"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
What is the viewer rating for the movie Men Without Women on Rotten Tomatoes?,"db.movies.find({""title"":""Men Without Women""}, {""tomatoes.viewer.rating"":1})"
"What are the names of all the actors who starred in the movie 'I Was Born, But...'?","db.movies.find({""title"": ""I Was Born, But...""}, {""cast"": 1})"
What is the IMDb rating for Blacksmith Scene?,"db.movies.find({""title"": ""Blacksmith Scene""}, {""imdb.rating"": 1})"
When was the movie All Quiet on the Western Front released in theaters?,"db.movies.find({""title"": ""All Quiet on the Western Front""}, {""released"": 1})"
What is the MPAA rating of the movie The Lives of a Bengal Lancer?,"db.movies.find({""title"":""The Lives of a Bengal Lancer""}, {""rated"":1})"
what kind of film is Wild Oranges?,"db.movies.find({""title"": ""Wild Oranges""}, {""genres"": 1})"
what year was the movie The Power and the Glory released?,"db.movies.find({""title"": ""The Power and the Glory""}, {""year"": 1})"
who is the director that directed The Wind?,"db.movies.find({""title"": ""The Wind""}, {""directors"": 1})"
When was the information about the movie Zoo in Budapest last updated?,"db.movies.find({ ""title"": ""Zoo in Budapest"" }, { ""lastupdated"": 1})"
How many audience reviews have been submitted for the movie Gold Diggers of 1935?,"db.movies.find({ ""title"": ""Gold Diggers of 1935"" }, { ""tomatoes.viewer.numReviews"": 1 })"
the movie The Invisible Ray starred which actors?,"db.movies.find({""title"": ""The Invisible Ray""}, {""cast"": 1})"
What is the critical reception of the movie Berkeley Square?,"db.movies.find({""title"":""Berkeley Square""}, {""tomatoes.critic"":1})"
who wrote the movie Nosferatu?,"db.movies.find({""title"": ""Nosferatu""}, {""writers"": 1})"
what is Broken Blossoms or The Yellow Man and the Girl about in details?,"db.movies.find({""title"": ""Broken Blossoms or The Yellow Man and the Girl""}, {""fullplot"": 1})"
She is written by this person?,"db.movies.find({""title"": ""She""}, {""writers"": 1})"
How many audience reviews have been submitted for the movie Follow the Fleet ?,"db.movies.find({ ""title"": ""Follow the Fleet"" },{ ""tomatoes.viewer.numReviews"": 1 })"
what is the film The Hunchback of Notre Dame about?,"db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""plot"": 1})"
Could you tell me which Oliver Stone-directed film has the longest running time?,"db.movies.find({""directors"":""Oliver Stone""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
What type of media is Dracula?,"db.movies.find({ ""title"": ""Dracula"" }, { ""type"": 1})"
What is the box office revenue of the movie The Gay Divorcee in dollars?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""tomatoes.boxOffice"": 1})"
How did the audience and critics receive Wings?,"db.movies.find({""title"":""Wings""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who produced the film A Star Is Born?,"db.movies.find({""title"":""A Star Is Born""}, {""tomatoes.production"":1})"
How many reviews have been submitted by critics for the movie Our Hospitality?,"db.movies.find({ ""title"": ""Our Hospitality"" }, { ""tomatoes.critic.numReviews"": 1 })"
what kind of movie is Mr. Deeds Goes to Town?,"db.movies.find({""title"": ""Mr. Deeds Goes to Town""}, {""genres"": 1})"
what is the movie The Italian about in details?,"db.movies.find({""title"": ""The Italian""}, {""fullplot"": 1})"
what genre is the movie Footlight Parade?,"db.movies.find({""title"": ""Footlight Parade""}, {""genres"": 1})"
what is the movie Ella Cinders about?,"db.movies.find({""title"": ""Ella Cinders""}, {""plot"": 1})"
What is the box office revenue for the movie 'The Song of Night'?,"db.movies.find({""title"": ""The Song of Night""}, {""tomatoes.boxOffice"": 1})"
Can you provide a detailed summary of the movie Salomè plot?,"db.movies.find({ ""title"": ""Salomè"" }, { ""fullplot"": 1})"
what is the plot for Safety Last!?,"db.movies.find({""title"": ""Safety Last!""}, {""plot"": 1})"
What is the imdbID and year of release for the movie with a title of 'Nosferatu'?,"db.movies.find({""title"": ""Nosferatu""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
the movie Wild Oranges was directed by who?,"db.movies.find({""title"": ""Wild Oranges""}, {""directors"": 1})"
What is the box office revenue of the movie Kid Galahad ?,"db.movies.find({""title"": ""Kid Galahad""}, { ""tomatoes.boxOffice"": 1})"
what is the full plot for the movie Trouble in Paradise?,"db.movies.find({""title"": ""Trouble in Paradise""}, {""fullplot"": 1})"
who was the writer of the movie Becky Sharp?,"db.movies.find({""title"": ""Becky Sharp""}, {""writers"": 1})"
What is the box office revenue of the movie The Informer in dollars?,"db.movies.find({""title"": ""The Informer""}, {""tomatoes.boxOffice"": 1})"
what is the genre of The Iron Horse?,"db.movies.find({""title"": ""The Iron Horse""}, {""genres"": 1})"
who produced Les vampires?,"db.movies.find({""title"":""Les vampires""}, {""tomatoes.production"":1})"
Who are the main actors/actresses in the movie The New Gulliver?,"db.movies.find({""title"":""The New Gulliver""}, {""cast"":1})"
What is the highest-ranking Terrence Malick-directed film on Rotten Tomatoes?,"db.movies.find({""directors"": ""Terrence Malick"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
the movie It's a Gift starred who?,"db.movies.find({""title"": ""It's a Gift""}, {""cast"": 1})"
Was the movie Little Miss Marker well received by audiences and critics?,"db.movies.find({""title"":""Little Miss Marker""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
what is The Song of Night about in details?,"db.movies.find({""title"": ""The Song of Night""}, {""fullplot"": 1})"
How did the audience and critics receive the film Death Takes a Holiday?,"db.movies.find({""title"":""Death Takes a Holiday""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
what is the plot for the film Mr. Deeds Goes to Town?,"db.movies.find({""title"": ""Mr. Deeds Goes to Town""}, {""plot"": 1})"
who is the director for This Is My Affair?,"db.movies.find({""title"": ""This Is My Affair""}, {""directors"": 1})"
Who are the main actors/actresses in the movie Lonesome?,"db.movies.find({""title"":""Lonesome""}, {""cast"":1})"
How many reviews have been submitted by critics for the movie A Night at the Opera ?,"db.movies.find({""title"": ""A Night at the Opera""}, {""tomatoes.critic.numReviews"": 1})"
what is the genre for the movie The Man Who Knew Too Much?,"db.movies.find({""title"": ""The Man Who Knew Too Much""}, {""genres"": 1})"
what is Queen Christina about?,"db.movies.find({""title"": ""Queen Christina""}, {""plot"": 1})"
How did the audience and critics receive the film State Fair?,"db.movies.find({""title"":""State Fair""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
Which film directed by Ingmar Bergman has the highest rating on Rotten Tomatoes?,"db.movies.find({""directors"": ""Ingmar Bergman"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
What is the running time of the film Murders in the Rue Morgue?,"db.movies.find({""title"":""Murders in the Rue Morgue""}, {""runtime"":1})"
What is the quantity of movies that Michelangelo Antonioni has directed?,"db.movies.countDocuments({""directors"":""Michelangelo Antonioni""})"
What is the running time of the movie The Phantom of the Opera?,"db.movies.find({""title"":""The Phantom of the Opera""}, {""runtime"":1})"
What is the plot summary of the movie The Mummy ?,"db.movies.find({ ""title"": ""The Mummy"" }, { ""plot"": 1})"
What are the highest-rated News in the database?,"db.movies.find({""genres"": ""News""}).sort({""imdb.rating"": -1}).limit(10)"
the movie Secret Agent starred who?,"db.movies.find({""title"": ""Secret Agent""}, {""cast"": 1})"
"who stars in the film Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics?","db.movies.find({""title"": ""Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics""}, {""cast"": 1})"
Can you name the movie genres that Martin Scorsese has directed?,"db.movies.distinct(""genres"", { ""directors"": ""Martin Scorsese"" })"
what is the movie Stage Door about?,"db.movies.find({""title"": ""Stage Door""}, {""plot"": 1})"
Has the movie Moscow Laughs won any awards?,"db.movies.find({""title"":""Moscow Laughs""}, {""awards.wins"":1})"
What is the MPAA rating of the film The Prisoner of Shark Island?,"db.movies.find({""title"":""The Prisoner of Shark Island""}, {""rated"":1})"
who was Kid Galahad directed by?,"db.movies.find({""title"": ""Kid Galahad""}, {""directors"": 1})"
who is the writer of the movie Maria Chapdelaine?,"db.movies.find({""title"": ""Maria Chapdelaine""}, {""writers"": 1})"
who starred in the movie Flash Gordon?,"db.movies.find({""title"": ""Flash Gordon""}, {""cast"": 1})"
"Who are the starring actors/actresses in the movie I Was Born, But...?","db.movies.find({""title"":""I Was Born, But...""}, {""cast"":1})"
What is the rating of the movie Steamboat Willie ?,"db.movies.find({ ""title"": ""Steamboat Willie"" }, { ""rated"": 1})"
What is the freshness score of the movie Dames on Rotten Tomatoes?,"db.movies.find({""title"": ""Dames""}, {""tomatoes.fresh"": 1})"
Who is the lead actress of the movie Nosferatu ?,"db.movies.find({""title"": ""Nosferatu""}, {""cast"":{""$slice"": 1},""title"":1})"
what is the full plot for The Power and the Glory?,"db.movies.find({""title"": ""The Power and the Glory""}, {""fullplot"": 1})"
What is the production company of The Invisible Ray?,"db.movies.find({""title"":""The Invisible Ray""}, {""tomatoes.production"":1})"
who produced She?,"db.movies.find({""title"":""She""}, {""tomatoes.production"":1})"
How did the audience and critics receive Storm Over Asia?,"db.movies.find({""title"":""Storm Over Asia""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who directed Movie Crazy?,"db.movies.find({""title"": ""Movie Crazy""}, {""directors"": 1})"
What is the MPAA rating of the film The Crowd?,"db.movies.find({""title"":""The Crowd""}, {""rated"":1})"
What is the MPAA rating of the film Broadway Melody of 1936?,"db.movies.find({""title"":""Broadway Melody of 1936""}, {""rated"":1})"
What is the box office revenue of the movie Curly Top in dollars?,"db.movies.find({""title"": ""Curly Top""}, {""tomatoes.boxOffice"": 1})"
who wrote White Shadows?,"db.movies.find({""title"": ""White Shadows""}, {""writers"": 1})"
What is the consensus among critics about the movie San Francisco ?,"db.movies.find({""title"": ""San Francisco""}, {""tomatoes.consensus"": 1})"
What is the plot summary of the movie Der Kaiser von Kalifornien ?,"db.movies.find({ ""title"": ""Der Kaiser von Kalifornien"" }, { ""plot"": 1})"
In what language was the movie The 3 Penny Opera released?,"db.movies.find({ ""title"": ""The 3 Penny Opera"" }, { ""languages"": 1})"
The Wind is written by this person?,"db.movies.find({""title"": ""The Wind""}, {""writers"": 1})"
Who is the lead actress of the movie David Copperfield ?,"db.movies.find({""title"": ""David Copperfield""}, {""cast"":{""$slice"": 1},""title"":1})"
who are the actors in the film Man with a Movie Camera?,"db.movies.find({""title"": ""Man with a Movie Camera""}, {""cast"": 1})"
what year was the movie The Unknown released?,"db.movies.find({""title"": ""The Unknown""}, {""year"": 1})"
who is the director for Three Ages?,"db.movies.find({""title"": ""Three Ages""}, {""directors"": 1})"
Which actor has the most frequent appearances in Steven Spielberg's directed movies?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Steven Spielberg"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
When was the information last updated for the movie Broadway Melody of 1936 ?,"db.movies.find({ ""title"": ""Broadway Melody of 1936"" },{ ""lastupdated"": 1 })"
What is the viewer rating for the movie Street Angel on Rotten Tomatoes?,"db.movies.find({""title"":""Street Angel""}, {""tomatoes.viewer.rating"":1})"
What is the production company behind the movie Hallelujah ?,"db.movies.find({""title"": ""Hallelujah""}, {""tomatoes.production"": 1})"
Which actor has the highest number of appearances in movies directed by Alain Resnais?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Alain Resnais"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
which person directed The Invisible Man?,"db.movies.find({""title"": ""The Invisible Man""}, {""directors"": 1})"
What is the language of the film The Band Concert?,"db.movies.find({""title"":""The Band Concert""}, {""languages"":1})"
the film The Lower Depths was directed by who?,"db.movies.find({""title"": ""The Lower Depths""}, {""directors"": 1})"
who is the author of In Old Arizona?,"db.movies.find({""title"": ""In Old Arizona""}, {""writers"": 1})"
Who is the director of the movie The Prisoner of Zenda?,"db.movies.find({""title"": ""The Prisoner of Zenda""}, { ""directors"": 1})"
What is the mean rating of all the James Cameron films in the database?,"db.movies.aggregate([{""$match"": {""directors"":""James Cameron""}}, {""$group"": { ""_id"":""null"", ""avgRating"": {""$avg"": ""$imdb.rating""}}}])"
what was the release date of the film Rembrandt?,"db.movies.find({""title"": ""Rembrandt""}, {""released"": 1})"
who is the writer of Sons of the Desert?,"db.movies.find({""title"": ""Sons of the Desert""}, {""writers"": 1})"
What is the consensus among critics about the movie The New Gulliver?,"db.movies.find({""title"": ""The New Gulliver""}, { ""tomatoes.consensus"": 1})"
the film A Farewell to Arms starred which actors?,"db.movies.find({""title"": ""A Farewell to Arms""}, {""cast"": 1})"
the film Bad Girl was directed by who?,"db.movies.find({""title"": ""Bad Girl""}, {""directors"": 1})"
the film Final Accord was directed by who?,"db.movies.find({""title"": ""Final Accord""}, {""directors"": 1})"
who stars in Salomè?,"db.movies.find({""title"": ""Salomè""}, {""cast"": 1})"
"the film King of Jazz,  was written by who?","db.movies.find({""title"": ""King of Jazz""}, {""writers"": 1})"
who was the film Camille written by?,"db.movies.find({""title"": ""Camille""}, {""writers"": 1})"
what was the genre of Zoo in Budapest?,"db.movies.find({""title"": ""Zoo in Budapest""}, {""genres"": 1})"
who was the writer of the film Dames?,"db.movies.find({""title"": ""Dames""}, {""writers"": 1})"
What is the website associated with the movie The Red Head on Rotten Tomatoes?,"db.movies.find({""title"": ""The Red Head""}, {""tomatoes.website"": 1})"
Can you provide a longer version of the movie Maria Chapdelaine plot?,"db.movies.find({""title"":""Maria Chapdelaine""}, {""fullplot"":1})"
What is the Rotten Tomatoes meter rating for the movie The Scarlet Empress ?,"db.movies.find({""title"":""The Scarlet Empress""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
How many awards did the movie win Sons of the Desert ?,"db.movies.find({ ""title"": ""Sons of the Desert"" },{ ""awards.wins"": 1 })"
How does the movie Lonesome rate on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Lonesome"" },{ ""tomatoes.critic.meter"": 1 })"
What is the production company behind the movie Four Sons ?,"db.movies.find({""title"": ""Four Sons""}, {""tomatoes.production"": 1})"
"the film Maria Chapdelaine,  was written by who?","db.movies.find({""title"": ""Maria Chapdelaine""}, {""writers"": 1})"
What is the Metacritic score of the movie The Crowd ?,"db.movies.find({ ""title"": ""The Crowd"" }, { ""metacritic"": 1})"
Who is the lead actress of the movie The Circus ?,"db.movies.find({""title"": ""The Circus""}, {""cast"":{""$slice"": 1},""title"":1})"
What is the plot summary of the movie King Kong ?,"db.movies.find({ ""title"": ""King Kong"" }, { ""plot"": 1})"
How long is the movie Sons of the Desert in minutes?,"db.movies.find({""title"":""Sons of the Desert""}, {""runtime"":1})"
who was the film Seven Chances written by?,"db.movies.find({""title"": ""Seven Chances""}, {""writers"": 1})"
Can you tell me the total count of films that David Lynch has directed?,"db.movies.countDocuments({""directors"":""David Lynch""})"
What is the movie Duck Soup rating?,"db.movies.find({""title"":""Duck Soup""}, {""rated"":1})"
who directed Romance?,"db.movies.find({""title"": ""Romance""}, {""directors"": 1})"
What is the IMDb rating for the movie The Garden of Allah?,"db.movies.find({""title"": ""The Garden of Allah""}, {""imdb.rating"": 1})"
What is the language of Secret Agent?,"db.movies.find({""title"":""Secret Agent""}, {""languages"":1})"
How many award nominations did the movie receive Peter Pan ?,"db.movies.find({ ""title"": ""Peter Pan"" },{ ""awards.nominations"": 1 })"
What are the genres this movie Twentieth Century belongs to?,"db.movies.find({""title"":""Twentieth Century""}, {""genres"":1})"
Was the movie The Lost World well received by audiences and critics?,"db.movies.find({""title"":""The Lost World""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What is the text description of the movie Intolerance: Love's Struggle Throughout the Ages awards?,"db.movies.find({""title"":""Intolerance: Love's Struggle Throughout the Ages""}, {""awards.text"":1})"
what type of film is Final Accord?,"db.movies.find({""title"": ""Final Accord""}, {""genres"": 1})"
Which types of movies has Abbas Kiarostami directed?,"db.movies.distinct(""genres"", { ""directors"": ""Abbas Kiarostami"" })"
What is the text description of the movie Daughter of Shanghai awards?,"db.movies.find({""title"":""Daughter of Shanghai""}, {""awards.text"":1})"
What is the viewer rating for the movie The Man Who Could Work Miracles on Rotten Tomatoes?,"db.movies.find({""title"":""The Man Who Could Work Miracles""}, {""tomatoes.viewer.rating"":1})"
what is the genre of Grass: A Nation's Battle for Life?,"db.movies.find({""title"": ""Grass: A Nation's Battle for Life""}, {""genres"": 1})"
how many awards did Go West win?,"db.movies.find({""title"":""Go West""}, {""awards.wins"":1})"
What is the imdbID and genre of the movie 'Roberta'?,"db.movies.find({""title"": ""Roberta""}, {""imdb.id"": 1, ""genres"": 1, ""_id"": 0})"
What is the consensus among critics about the movie The Land Beyond the Sunset ?,"db.movies.find({""title"": ""The Land Beyond the Sunset""}, {""tomatoes.consensus"": 1})"
